name,id,rating,price,stock,image,details,genre
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",248,5,20.59,5,http://books.toscrape.com/../media/cache/75/dc/75dce2f5949b407161f37f0af249b018.jpg,http://books.toscrape.com/catalogue/../the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html,Default
Soul Reader,249,2,39.58,5,http://books.toscrape.com/../media/cache/69/85/69852567cf97264a1442cbc882c84903.jpg,http://books.toscrape.com/catalogue/../soul-reader_926/index.html,Default
Bossypants,250,2,49.46,5,http://books.toscrape.com/../media/cache/27/d2/27d20361745ec2f7be668b18a4da29da.jpg,http://books.toscrape.com/catalogue/../bossypants_883/index.html,Default
A World of Flavor: Your Gluten Free Passport,251,1,42.95,5,http://books.toscrape.com/../media/cache/78/2e/782e315667ec50759b8603527ee33dec.jpg,http://books.toscrape.com/catalogue/../a-world-of-flavor-your-gluten-free-passport_879/index.html,Default
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",252,5,56.76,5,http://books.toscrape.com/../media/cache/08/89/088995e862aac86c88c608d763f6390e.jpg,http://books.toscrape.com/catalogue/../a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html,Default
Tracing Numbers on a Train,253,3,41.6,5,http://books.toscrape.com/../media/cache/06/a6/06a6cfcf89afd1601cbba1a16cda57fb.jpg,http://books.toscrape.com/catalogue/../tracing-numbers-on-a-train_869/index.html,Default
Thirteen Reasons Why,254,1,52.72,5,http://books.toscrape.com/../media/cache/8a/83/8a83b6ce350f01bab21f85e6ba539316.jpg,http://books.toscrape.com/catalogue/../thirteen-reasons-why_866/index.html,Default
The Secret (The Secret #1),255,4,27.37,5,http://books.toscrape.com/../media/cache/4e/0f/4e0f05ae01d8fb6bd0d3901edd06de16.jpg,http://books.toscrape.com/catalogue/../the-secret-the-secret-1_859/index.html,Default
The Psychopath Test: A Journey Through the Madness Industry,256,2,36.0,5,http://books.toscrape.com/../media/cache/34/f5/34f5f8e513c5f048241f5695e61b2483.jpg,http://books.toscrape.com/catalogue/../the-psychopath-test-a-journey-through-the-madness-industry_857/index.html,Default
The Kite Runner,257,4,41.82,5,http://books.toscrape.com/../media/cache/58/9d/589d73503d9a23d224de836134fae553.jpg,http://books.toscrape.com/catalogue/../the-kite-runner_847/index.html,Default
The Girl on the Train,258,2,55.02,5,http://books.toscrape.com/../media/cache/25/6c/256c946dd0962095f66c6de3b15ab300.jpg,http://books.toscrape.com/catalogue/../the-girl-on-the-train_844/index.html,Default
The Emerald Mystery,259,2,23.15,5,http://books.toscrape.com/../media/cache/81/58/81586cd0bf8743e1f5ed80b6a0e1fabe.jpg,http://books.toscrape.com/catalogue/../the-emerald-mystery_842/index.html,Default
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,260,3,32.0,5,http://books.toscrape.com/../media/cache/fe/b7/feb764b2afa54991cfdbbffdf501b333.jpg,http://books.toscrape.com/catalogue/../the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html,Default
Mesaerion: The Best Science Fiction Stories 1800-1849,261,1,37.59,5,http://books.toscrape.com/../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg,http://books.toscrape.com/catalogue/../mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,Science Fiction
Join,262,5,35.67,5,http://books.toscrape.com/../media/cache/93/63/9363f0065fbad5689f44fcf6e203eef3.jpg,http://books.toscrape.com/catalogue/../join_902/index.html,Science Fiction
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",263,4,43.3,5,http://books.toscrape.com/../media/cache/02/37/0237b445efc18c5562355a5a2c40889c.jpg,http://books.toscrape.com/catalogue/../william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html,Science Fiction
The Project,264,1,10.65,5,http://books.toscrape.com/../media/cache/10/6e/106e2fc7160712edf8e2ff996dc8cd6c.jpg,http://books.toscrape.com/catalogue/../the-project_856/index.html,Science Fiction
Soft Apocalypse,265,2,26.12,5,http://books.toscrape.com/../media/cache/f0/06/f0060c756556b855184fa32f66280961.jpg,http://books.toscrape.com/catalogue/../soft-apocalypse_833/index.html,Science Fiction
Sleeping Giants (Themis Files #1),266,1,48.74,5,http://books.toscrape.com/../media/cache/c0/72/c072c1ef144d571abd25fe9cc18cceba.jpg,http://books.toscrape.com/catalogue/../sleeping-giants-themis-files-1_604/index.html,Science Fiction
Arena,267,4,21.36,5,http://books.toscrape.com/../media/cache/51/88/518810d182843244a404f2a2a614a93b.jpg,http://books.toscrape.com/catalogue/../arena_587/index.html,Science Fiction
Foundation (Foundation (Publication Order) #1),268,1,32.42,5,http://books.toscrape.com/../media/cache/8b/92/8b9267df86378b6973974ae7e1924ffe.jpg,http://books.toscrape.com/catalogue/../foundation-foundation-publication-order-1_375/index.html,Science Fiction
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),269,1,10.92,5,http://books.toscrape.com/../media/cache/b8/b2/b8b2956acc758a381beef87339c0a52f.jpg,http://books.toscrape.com/catalogue/../the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html,Science Fiction
Ready Player One,270,4,19.07,5,http://books.toscrape.com/../media/cache/51/34/513418bd1c6114f3ea1fd703278e20ef.jpg,http://books.toscrape.com/catalogue/../ready-player-one_209/index.html,Science Fiction
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",271,2,33.26,5,http://books.toscrape.com/../media/cache/ef/8b/ef8bc5adcd3bea8e8ba97be76d07a32a.jpg,http://books.toscrape.com/catalogue/../life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,Science Fiction
Dune (Dune #1),272,1,54.86,5,http://books.toscrape.com/../media/cache/7a/bc/7abccb865ecf9b0f676800b10c71cfd6.jpg,http://books.toscrape.com/catalogue/../dune-dune-1_151/index.html,Science Fiction
Do Androids Dream of Electric Sheep? (Blade Runner #1),273,1,51.48,5,http://books.toscrape.com/../media/cache/fa/65/fa653fbe3a4c69227c9b79d471cee576.jpg,http://books.toscrape.com/catalogue/../do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html,Science Fiction
Three Wishes (River of Time: California #1),274,2,44.18,5,http://books.toscrape.com/../media/cache/c7/21/c721943edf481cad5ab32505e2ad3865.jpg,http://books.toscrape.com/catalogue/../three-wishes-river-of-time-california-1_89/index.html,Science Fiction
The Last Girl (The Dominion Trilogy #1),275,2,36.26,5,http://books.toscrape.com/../media/cache/da/47/da4746e620f8ccd7cf20628d1a5e535a.jpg,http://books.toscrape.com/catalogue/../the-last-girl-the-dominion-trilogy-1_70/index.html,Science Fiction
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),276,4,34.96,5,http://books.toscrape.com/../media/cache/f4/83/f4835e9f3fdd8b8107bbb39a391654f0.jpg,http://books.toscrape.com/catalogue/../having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html,Science Fiction
The Book of Basketball: The NBA According to The Sports Guy,277,5,44.84,5,http://books.toscrape.com/../media/cache/61/2c/612caeb0b2acb35c100629f0f52a40d7.jpg,http://books.toscrape.com/catalogue/../the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html,Sports and Games
"Friday Night Lights: A Town, a Team, and a Dream",278,3,51.22,5,http://books.toscrape.com/../media/cache/7d/cf/7dcf6c3b419bf7e7e3b3b8162b177869.jpg,http://books.toscrape.com/catalogue/../friday-night-lights-a-town-a-team-and-a-dream_158/index.html,Sports and Games
Sugar Rush (Offensive Line #2),279,1,24.42,5,http://books.toscrape.com/../media/cache/c3/a9/c3a90a5baa833a37c29c4b03a444737c.jpg,http://books.toscrape.com/catalogue/../sugar-rush-offensive-line-2_108/index.html,Sports and Games
Settling the Score (The Summer Games #1),280,2,44.91,5,http://books.toscrape.com/../media/cache/9b/4e/9b4ece2ab5a6335c8594c878e2f22df1.jpg,http://books.toscrape.com/catalogue/../settling-the-score-the-summer-games-1_50/index.html,Sports and Games
Icing (Aces Hockey #2),281,4,40.44,5,http://books.toscrape.com/../media/cache/8d/1e/8d1e285bf672b2ea66879490cc5f6904.jpg,http://books.toscrape.com/catalogue/../icing-aces-hockey-2_25/index.html,Sports and Games
The Torch Is Passed: A Harding Family Story,282,1,19.09,5,http://books.toscrape.com/../media/cache/33/e5/33e507172541628acfd421503196b578.jpg,http://books.toscrape.com/catalogue/../the-torch-is-passed-a-harding-family-story_945/index.html,Add a comment
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",283,4,23.89,5,http://books.toscrape.com/../media/cache/f8/6d/f86d08178e3788563ac17be5aefd29f0.jpg,http://books.toscrape.com/catalogue/../the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,Add a comment
The Art Forger,284,3,40.76,5,http://books.toscrape.com/../media/cache/70/fa/70fa6c0437d9c97dbeada6bd32bf9d2c.jpg,http://books.toscrape.com/catalogue/../the-art-forger_930/index.html,Add a comment
On a Midnight Clear,285,3,14.07,5,http://books.toscrape.com/../media/cache/a1/14/a114d70e7babf110ba42a389078e9a45.jpg,http://books.toscrape.com/catalogue/../on-a-midnight-clear_912/index.html,Add a comment
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),286,2,53.9,5,http://books.toscrape.com/../media/cache/5f/52/5f52b1bc6d45daab2e330c744feb0359.jpg,http://books.toscrape.com/catalogue/../judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,Add a comment
"Shobu Samurai, Project Aryoku (#3)",287,3,29.06,5,http://books.toscrape.com/../media/cache/ae/0c/ae0ccc307568b6d7699786411f3cbcc4.jpg,http://books.toscrape.com/catalogue/../shobu-samurai-project-aryoku-3_830/index.html,Add a comment
Modern Romance,288,5,28.26,5,http://books.toscrape.com/../media/cache/28/78/2878538a1039d9c4649110499a1393fb.jpg,http://books.toscrape.com/catalogue/../modern-romance_820/index.html,Add a comment
The White Queen (The Cousins' War #1),289,5,25.91,5,http://books.toscrape.com/../media/cache/72/d8/72d861617b6d3aababe6e61e8d3c1056.jpg,http://books.toscrape.com/catalogue/../the-white-queen-the-cousins-war-1_768/index.html,Add a comment
The Song of Achilles,290,5,37.4,5,http://books.toscrape.com/../media/cache/66/f7/66f79b76d6c6b64fcc8110515c454e09.jpg,http://books.toscrape.com/catalogue/../the-song-of-achilles_762/index.html,Add a comment
The Immortal Life of Henrietta Lacks,291,2,40.67,5,http://books.toscrape.com/../media/cache/94/ac/94ac87da7b40853013093f08356efa3b.jpg,http://books.toscrape.com/catalogue/../the-immortal-life-of-henrietta-lacks_753/index.html,Add a comment
The Dovekeepers,292,1,48.78,5,http://books.toscrape.com/../media/cache/8f/3f/8f3f4d67e30a8129577ccc4664998345.jpg,http://books.toscrape.com/catalogue/../the-dovekeepers_748/index.html,Add a comment
More Than Music (Chasing the Dream #1),293,2,37.61,5,http://books.toscrape.com/../media/cache/3f/e7/3fe7073a5caac81929524d2d9488f928.jpg,http://books.toscrape.com/catalogue/../more-than-music-chasing-the-dream-1_716/index.html,Add a comment
Code Name Verity (Code Name Verity #1),294,4,22.13,5,http://books.toscrape.com/../media/cache/f5/58/f55886d1bf600529a35e1bd932c78ca0.jpg,http://books.toscrape.com/catalogue/../code-name-verity-code-name-verity-1_680/index.html,Add a comment
Cell,295,4,20.29,5,http://books.toscrape.com/../media/cache/0b/97/0b97282ed82b771ed328e05386a84adb.jpg,http://books.toscrape.com/catalogue/../cell_674/index.html,Add a comment
Angels Walking (Angels Walking #1),296,2,34.2,5,http://books.toscrape.com/../media/cache/50/0e/500eeb810e940424827580574e46852c.jpg,http://books.toscrape.com/catalogue/../angels-walking-angels-walking-1_662/index.html,Add a comment
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",297,2,56.48,5,http://books.toscrape.com/../media/cache/9b/20/9b2076ce7414103a093ce2459d089969.jpg,http://books.toscrape.com/catalogue/../a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,Add a comment
A People's History of the United States,298,2,40.79,5,http://books.toscrape.com/../media/cache/75/20/75200336c141156746000f7055df344a.jpg,http://books.toscrape.com/catalogue/../a-peoples-history-of-the-united-states_654/index.html,Add a comment
A Brush of Wings (Angels Walking #3),299,1,55.51,5,http://books.toscrape.com/../media/cache/4d/16/4d163d43cb4aa624e599330a39abace5.jpg,http://books.toscrape.com/catalogue/../a-brush-of-wings-angels-walking-3_651/index.html,Add a comment
Rook,300,4,37.86,5,http://books.toscrape.com/../media/cache/55/33/5533595a623c3bb947c4a5171fc2df08.jpg,http://books.toscrape.com/catalogue/../rook_647/index.html,Add a comment
The Midnight Watch: A Novel of the Titanic and the Californian,301,1,26.2,5,http://books.toscrape.com/../media/cache/97/3a/973a2c3462a18fc90d3b9662d959df37.jpg,http://books.toscrape.com/catalogue/../the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,Add a comment
Unicorn Tracks,302,3,18.78,5,http://books.toscrape.com/../media/cache/76/8e/768ea5924ac1ef6297c2be9959c796c2.jpg,http://books.toscrape.com/catalogue/../unicorn-tracks_951/index.html,Fantasy
"Saga, Volume 6 (Saga (Collected Editions) #6)",303,3,25.02,5,http://books.toscrape.com/../media/cache/43/ae/43aee83ebb31e2122a7215e413770e5c.jpg,http://books.toscrape.com/catalogue/../saga-volume-6-saga-collected-editions-6_924/index.html,Fantasy
Princess Between Worlds (Wide-Awake Princess #5),304,5,13.34,5,http://books.toscrape.com/../media/cache/b7/e8/b7e84b78be3d9bb79b71156a5e5d4e42.jpg,http://books.toscrape.com/catalogue/../princess-between-worlds-wide-awake-princess-5_919/index.html,Fantasy
Masks and Shadows,305,2,56.4,5,http://books.toscrape.com/../media/cache/ff/e8/ffe81bf98f8386ef29e193abfb6f9c1e.jpg,http://books.toscrape.com/catalogue/../masks-and-shadows_909/index.html,Fantasy
Crown of Midnight (Throne of Glass #2),306,3,43.29,5,http://books.toscrape.com/../media/cache/66/25/6625e3bbb050de3e42a0c302c0d69f1f.jpg,http://books.toscrape.com/catalogue/../crown-of-midnight-throne-of-glass-2_888/index.html,Fantasy
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",307,2,28.09,5,http://books.toscrape.com/../media/cache/06/18/061811c5845d0e13bc04b2a755f0830f.jpg,http://books.toscrape.com/catalogue/../avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html,Fantasy
A Court of Thorns and Roses (A Court of Thorns and Roses #1),308,1,52.37,5,http://books.toscrape.com/../media/cache/c0/88/c08816960890396213a423941af65b8f.jpg,http://books.toscrape.com/catalogue/../a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html,Fantasy
Throne of Glass (Throne of Glass #1),309,3,35.07,5,http://books.toscrape.com/../media/cache/32/d6/32d6aa560e8ddf2a4da1526b95d4c7ab.jpg,http://books.toscrape.com/catalogue/../throne-of-glass-throne-of-glass-1_868/index.html,Fantasy
The Glittering Court (The Glittering Court #1),310,1,44.28,5,http://books.toscrape.com/../media/cache/3e/0b/3e0b16851bec08b6cbf78d5f64af9114.jpg,http://books.toscrape.com/catalogue/../the-glittering-court-the-glittering-court-1_845/index.html,Fantasy
Hollow City (Miss Peregrine’s Peculiar Children #2),311,1,42.98,5,http://books.toscrape.com/../media/cache/e2/60/e260b008b7ea7970562295b7bc64b0cb.jpg,http://books.toscrape.com/catalogue/../hollow-city-miss-peregrines-peculiar-children-2_813/index.html,Fantasy
The Star-Touched Queen,312,5,46.02,5,http://books.toscrape.com/../media/cache/53/5e/535e2be0b423797c2cdc7d98882c820a.jpg,http://books.toscrape.com/catalogue/../the-star-touched-queen_764/index.html,Fantasy
The Hidden Oracle (The Trials of Apollo #1),313,2,52.26,5,http://books.toscrape.com/../media/cache/b4/67/b467a4f01ca6ae8464b9425a156c7c32.jpg,http://books.toscrape.com/catalogue/../the-hidden-oracle-the-trials-of-apollo-1_752/index.html,Fantasy
The Bane Chronicles (The Bane Chronicles #1-11),314,4,44.73,5,http://books.toscrape.com/../media/cache/9a/33/9a333c4a06ce187c5c9d2f5969ddcac2.jpg,http://books.toscrape.com/catalogue/../the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,Fantasy
Island of Dragons (Unwanteds #7),315,1,29.65,5,http://books.toscrape.com/../media/cache/75/b9/75b99691594fde72ccb1831624cfeff6.jpg,http://books.toscrape.com/catalogue/../island-of-dragons-unwanteds-7_705/index.html,Fantasy
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),316,5,37.51,5,http://books.toscrape.com/../media/cache/8f/80/8f8074d9f035c2a0ef8595ad89f7bcc8.jpg,http://books.toscrape.com/catalogue/../demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,Fantasy
City of Glass (The Mortal Instruments #3),317,4,56.02,5,http://books.toscrape.com/../media/cache/00/08/0008e65aa431ed3625ad3a4352f8e90d.jpg,http://books.toscrape.com/catalogue/../city-of-glass-the-mortal-instruments-3_678/index.html,Fantasy
Searching for Meaning in Gailana,318,1,38.73,5,http://books.toscrape.com/../media/cache/3b/04/3b045fe0394dc192950a0ec9e3812fe4.jpg,http://books.toscrape.com/catalogue/../searching-for-meaning-in-gailana_648/index.html,Fantasy
The Star-Touched Queen,319,5,32.3,5,http://books.toscrape.com/../media/cache/d3/0d/d30dd8b6be6f9fcfd17178e8083238b6.jpg,http://books.toscrape.com/catalogue/../the-star-touched-queen_642/index.html,Fantasy
A Shard of Ice (The Black Symphony Saga #1),320,3,56.63,5,http://books.toscrape.com/../media/cache/27/64/27649cb5da52970f4bb2fc5234a48578.jpg,http://books.toscrape.com/catalogue/../a-shard-of-ice-the-black-symphony-saga-1_558/index.html,Fantasy
King's Folly (The Kinsman Chronicles #1),321,5,39.61,5,http://books.toscrape.com/../media/cache/3e/2d/3e2d526ee062008ab1cbf54f90a5abb2.jpg,http://books.toscrape.com/catalogue/../kings-folly-the-kinsman-chronicles-1_473/index.html,Fantasy
Without Borders (Wanderlove #1),322,2,45.07,5,http://books.toscrape.com/../media/cache/24/e2/24e2f5c9d325c4004d8190c054da86dd.jpg,http://books.toscrape.com/catalogue/../without-borders-wanderlove-1_956/index.html,New Adult
The Mistake (Off-Campus #2),323,3,43.29,5,http://books.toscrape.com/../media/cache/a5/43/a543b100a8c1861c1bf5374ca6b576fe.jpg,http://books.toscrape.com/catalogue/../the-mistake-off-campus-2_851/index.html,New Adult
The Matchmaker's Playbook (Wingmen Inc. #1),324,1,55.85,5,http://books.toscrape.com/../media/cache/84/ac/84acb0606c96e55dc729a9d6572a08fb.jpg,http://books.toscrape.com/catalogue/../the-matchmakers-playbook-wingmen-inc-1_850/index.html,New Adult
The Hook Up (Game On #1),325,5,36.29,5,http://books.toscrape.com/../media/cache/38/f1/38f1543cd2d51c2728678f5ecc128958.jpg,http://books.toscrape.com/catalogue/../the-hook-up-game-on-1_68/index.html,New Adult
Shameless,326,3,58.35,5,http://books.toscrape.com/../media/cache/a2/19/a2198abf12e3287f84997b35f4e1050e.jpg,http://books.toscrape.com/catalogue/../shameless_52/index.html,New Adult
Off Sides (Off #1),327,5,39.45,5,http://books.toscrape.com/../media/cache/03/ed/03ed67ea504353b91b035151d8e80db2.jpg,http://books.toscrape.com/catalogue/../off-sides-off-1_38/index.html,New Adult
The Requiem Red,328,1,22.65,5,http://books.toscrape.com/../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg,http://books.toscrape.com/catalogue/../the-requiem-red_995/index.html,Young Adult
Set Me Free,329,5,17.46,5,http://books.toscrape.com/../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg,http://books.toscrape.com/catalogue/../set-me-free_988/index.html,Young Adult
The Natural History of Us (The Fine Art of Pretending #2),330,3,45.22,5,http://books.toscrape.com/../media/cache/5d/7f/5d7f496cdf5e5962a73ecdcc1505c1d5.jpg,http://books.toscrape.com/catalogue/../the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,Young Adult
Obsidian (Lux #1),331,2,14.86,5,http://books.toscrape.com/../media/cache/fc/72/fc72f158554b4b4164701e1dfa1153c7.jpg,http://books.toscrape.com/catalogue/../obsidian-lux-1_911/index.html,Young Adult
Burning,332,3,28.81,5,http://books.toscrape.com/../media/cache/26/95/269507c7bb35d2cec9b61a03d1c28e67.jpg,http://books.toscrape.com/catalogue/../burning_884/index.html,Young Adult
A Fierce and Subtle Poison,333,4,28.13,5,http://books.toscrape.com/../media/cache/12/f1/12f1963957f27fa83d51f76b183ef490.jpg,http://books.toscrape.com/catalogue/../a-fierce-and-subtle-poison_875/index.html,Young Adult
Scarlett Epstein Hates It Here,334,5,43.55,5,http://books.toscrape.com/../media/cache/0f/d3/0fd306891f8fd3196653022fd67d6c87.jpg,http://books.toscrape.com/catalogue/../scarlett-epstein-hates-it-here_828/index.html,Young Adult
"Nightingale, Sing",335,1,38.28,5,http://books.toscrape.com/../media/cache/18/08/18086e581ad354aa65f945c2b5c51350.jpg,http://books.toscrape.com/catalogue/../nightingale-sing_823/index.html,Young Adult
Library of Souls (Miss Peregrine’s Peculiar Children #3),336,5,48.56,5,http://books.toscrape.com/../media/cache/f8/54/f85417465a73e33604624205ba8306cc.jpg,http://books.toscrape.com/catalogue/../library-of-souls-miss-peregrines-peculiar-children-3_816/index.html,Young Adult
Frostbite (Vampire Academy #2),337,5,29.99,5,http://books.toscrape.com/../media/cache/71/76/7176317f1915fa0658bb2fe400441207.jpg,http://books.toscrape.com/catalogue/../frostbite-vampire-academy-2_810/index.html,Young Adult
Wild Swans,338,2,14.36,5,http://books.toscrape.com/../media/cache/bb/72/bb723ad463531c602ad8bcb244253bf3.jpg,http://books.toscrape.com/catalogue/../wild-swans_782/index.html,Young Adult
Until Friday Night (The Field Party #1),339,2,46.31,5,http://books.toscrape.com/../media/cache/19/cf/19cf50aea5bf0e8f4bc016f3745b3dfe.jpg,http://books.toscrape.com/catalogue/../until-friday-night-the-field-party-1_775/index.html,Young Adult
This Is Where It Ends,340,2,27.12,5,http://books.toscrape.com/../media/cache/18/0b/180bfe1902cb3c0eb77d7c712efa2a96.jpg,http://books.toscrape.com/catalogue/../this-is-where-it-ends_771/index.html,Young Adult
The Darkest Lie,341,5,35.35,5,http://books.toscrape.com/../media/cache/1d/3c/1d3c05b772ab846c111970232360d2c5.jpg,http://books.toscrape.com/catalogue/../the-darkest-lie_747/index.html,Young Adult
My Kind of Crazy,342,1,40.36,5,http://books.toscrape.com/../media/cache/46/6e/466e9636819aad1126ac6cefb5313ba8.jpg,http://books.toscrape.com/catalogue/../my-kind-of-crazy_718/index.html,Young Adult
Don't Get Caught,343,1,55.35,5,http://books.toscrape.com/../media/cache/b2/df/b2df2ea409c5cf28538b67aff424b11f.jpg,http://books.toscrape.com/catalogue/../dont-get-caught_687/index.html,Young Adult
Catching Jordan (Hundred Oaks),344,3,50.83,5,http://books.toscrape.com/../media/cache/ad/ac/adac97366586d261feab30bf5220756e.jpg,http://books.toscrape.com/catalogue/../catching-jordan-hundred-oaks_673/index.html,Young Adult
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),345,4,58.14,5,http://books.toscrape.com/../media/cache/61/1a/611aba0ef5b859ba1977ef30677b0194.jpg,http://books.toscrape.com/catalogue/../aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,Young Adult
The Epidemic (The Program 0.6),346,5,14.44,5,http://books.toscrape.com/../media/cache/87/cd/87cd652c35e2a78535c83becae33cff2.jpg,http://books.toscrape.com/catalogue/../the-epidemic-the-program-06_636/index.html,Young Adult
Stars Above (The Lunar Chronicles #4.5),347,2,48.05,5,http://books.toscrape.com/../media/cache/fd/5b/fd5b14399052ab552e240ed18ab03c6d.jpg,http://books.toscrape.com/catalogue/../stars-above-the-lunar-chronicles-45_632/index.html,Young Adult
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,348,4,42.96,5,http://books.toscrape.com/../media/cache/d4/8d/d48d5122a15347e9fe2b15ad354d69bf.jpg,http://books.toscrape.com/catalogue/../the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,Science
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,349,5,57.36,5,http://books.toscrape.com/../media/cache/26/1c/261c4eaf957ae4aacf2229b482e76dbe.jpg,http://books.toscrape.com/catalogue/../immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html,Science
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,350,4,44.74,5,http://books.toscrape.com/../media/cache/68/ca/68caaf9ac41964d5167a3eb67c638393.jpg,http://books.toscrape.com/catalogue/../sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,Science
Tipping Point for Planet Earth: How Close Are We to the Edge?,351,1,37.55,5,http://books.toscrape.com/../media/cache/56/97/5697f2f8f628129df01c5790985ffd9b.jpg,http://books.toscrape.com/catalogue/../tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,Science
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",352,1,55.91,5,http://books.toscrape.com/../media/cache/5e/7f/5e7f7d9913d4c95d33904770c518d537.jpg,http://books.toscrape.com/catalogue/../the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,Science
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,353,1,28.41,5,http://books.toscrape.com/../media/cache/33/4f/334fd0ebdf0c0192baf5914d199c53b5.jpg,http://books.toscrape.com/catalogue/../diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,Science
The Origin of Species,354,4,10.01,5,http://books.toscrape.com/../media/cache/da/0d/da0d13699a090516502257a4d7da623f.jpg,http://books.toscrape.com/catalogue/../the-origin-of-species_499/index.html,Science
The Grand Design,355,3,13.76,5,http://books.toscrape.com/../media/cache/08/a9/08a957eb34f8047862e225774c3bdde2.jpg,http://books.toscrape.com/catalogue/../the-grand-design_405/index.html,Science
Peak: Secrets from the New Science of Expertise,356,2,16.28,5,http://books.toscrape.com/../media/cache/83/ab/83ab65f938b24fa1a9cb47235be49b57.jpg,http://books.toscrape.com/catalogue/../peak-secrets-from-the-new-science-of-expertise_389/index.html,Science
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",357,4,13.03,5,http://books.toscrape.com/../media/cache/69/c8/69c83860995cde393dbe6690ec3f1d4f.jpg,http://books.toscrape.com/catalogue/../the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html,Science
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",358,5,57.35,5,http://books.toscrape.com/../media/cache/f9/69/f969969428b505970a46272fdcea00d3.jpg,http://books.toscrape.com/catalogue/../the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html,Science
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",359,2,25.83,5,http://books.toscrape.com/../media/cache/f8/bc/f8bcd489d33473e0819beaecccd5ebac.jpg,http://books.toscrape.com/catalogue/../surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html,Science
